"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"APOBEC1",-2.08618869692034,6.54022430735257,-4.36051043148879,0.000114586582306873,0.034079517816173,1.18595437757178
"ST6GAL2",2.0054618306941,5.63780831374072,4.35832344477901,0.000115320950284354,0.034079517816173,1.18026122634204
"HOXB13",2.92098262213746,5.36801666066525,4.35830157439563,0.000115328317482819,0.034079517816173,1.1802042965637
"KAAG1",0.551549188906996,4.05992001678047,4.35182252841437,0.000117531352518434,0.0342674411402747,1.16334168698021
"PARP3",-0.729444300043255,7.84703612998905,-4.33954847945677,0.000121818969382419,0.035050202677439,1.13141162594811
"SLC52A1",-1.97507333960295,6.43199367569289,-4.32447563175089,0.000127295255255768,0.0358497121858747,1.09222765949965
"PARP14",-0.876483528515532,11.1825522136452,-4.32161625320125,0.000128361123317659,0.0358497121858747,1.08479770521794
"RARRES3",-1.50021169139281,8.41192711844695,-4.31587882780432,0.000130526365163307,0.0358497121858747,1.06989259001573
"SYT10",0.563089548739349,5.19001321511563,4.30747426228799,0.000133763152535984,0.0358497121858747,1.0480665918245
"LOC100294362",-0.881237151901344,7.6298206080516,-4.30714619444886,0.000133891086752129,0.0358497121858747,1.0472148196955
"CFI",-1.58697784126262,8.04122291672786,-4.29623209543287,0.000138216443275503,0.0358497121858747,1.01888661710535
"EPSTI1",-1.1135743682281,8.84999016193244,-4.29044857801236,0.0001405638926322,0.0358497121858747,1.00388180048726
"LOC100507463",-0.855735610176395,8.69519316186642,-4.28247283699033,0.000143865539471719,0.0358497121858747,0.983197092830248
"STAT2",-0.494789174554652,10.2074376913029,-4.28193945307529,0.000144089038945546,0.0358497121858747,0.981814104512946
"CASP1",-1.14235817351443,9.86857594719579,-4.28183766137327,0.000144131730646428,0.0358497121858747,0.981550177708255
"FAM3B",-3.44473551032659,7.94466174054326,-4.27976109124767,0.000145005368211903,0.0358497121858747,0.976166338666413
"LOC284578",0.649071086427375,4.51995562177654,4.26956772463028,0.000149369880619497,0.0358497121858747,0.949747250214931
"BTN3A3",-0.908300368152576,8.55764392321742,-4.26863028727753,0.000149777687287987,0.0358497121858747,0.947318348761307
"GLYCTK",-1.08513282415586,8.31735923434358,-4.2666535610121,0.000150641197348332,0.0358497121858747,0.942197059799273
"PM20D2",0.660088033304529,8.864237315526,4.26312688481692,0.000152193949980461,0.0358497121858747,0.933061561080001
"ZBTB8A",0.50999283050554,7.62950947926029,4.26206835995819,0.000152663066259394,0.0358497121858747,0.930319907786857
"SCARA5",1.0475726257266,9.39286124171206,4.25590319270616,0.000155423706558589,0.0358497121858747,0.914354905841676
"COL23A1",-1.03305932265608,6.06094972029727,-4.25567720984311,0.000155525823524984,0.0358497121858747,0.913769816639623
"CBR1",-1.42190303773024,9.91955292313803,-4.25330028871366,0.000156603905224945,0.0358497121858747,0.907616211076504
"CHRNA3",0.977342063161641,5.81981680989363,4.25158471819506,0.000157386581142542,0.0358497121858747,0.903175285061886
"CMPK2",-0.811006015221312,7.49793931689985,-4.23360410401532,0.000165824359282634,0.0373822810766326,0.856656642654822
"ABCA8",0.972139603411369,9.50603030588656,4.22342609397698,0.000170795860463139,0.0377142915403582,0.830345820999169
"TMEM139",-0.959744100210193,7.81854572405027,-4.22224973818054,0.00017137980691325,0.0377142915403582,0.827305867115254
"THRB",1.24452289523506,7.9402419475935,4.21749055786053,0.000173762347632699,0.0377142915403582,0.815009265834208
"PCSK5",-1.1729554804398,10.836849766279,-4.21459689781903,0.000175226833946838,0.0377142915403582,0.807534408423544
"ABHD4",-0.820865862072372,7.65854915149131,-4.21144891932008,0.000176833791221663,0.0377142915403582,0.799404047374044
"DCHS2",1.30785610995539,5.78739252241809,4.20614171391982,0.000179575782732499,0.0377142915403582,0.785700429193979
"RAB40B",0.657196168420537,7.01490437148147,4.20472756975423,0.000180313419521775,0.0377142915403582,0.78204972819337
"TMEM5",0.470199395935988,7.14758761777104,4.19998892670753,0.000182806900340461,0.0377142915403582,0.769818874397528
"FAM135B",0.781883207971386,6.29643979550867,4.19151293152826,0.000187351637356894,0.0377142915403582,0.747950269367821
"DAPK2",-0.60591790387975,8.55035938562824,-4.19029457319726,0.000188013954496424,0.0377142915403582,0.744807748262758
"APOC4-APOC2",-1.5270624471613,5.83011061167842,-4.18954484077309,0.000188422660923823,0.0377142915403582,0.742874073068886
"PSMB8",-0.711776719607244,10.1029695175002,-4.18948464685044,0.000188455512593993,0.0377142915403582,0.742718827505652
"PCDHB14",0.565490149035831,5.56108096911231,4.18651051497089,0.000190085702830569,0.0377142915403582,0.73504898054144
"DNAJC12",0.731541129629078,6.59435139104679,4.18287576227917,0.000192096786312747,0.0377142915403582,0.725677378788382
"WFDC2",1.71972784365904,6.02111628975308,4.18095522767698,0.000193167816916821,0.0377142915403582,0.720726443184577
"GATA5",-2.13573624897345,5.49756445966859,-4.17446974397957,0.000196828061020224,0.0380888425692854,0.70401187020533
"CDK5",-0.559429206034117,6.80361025310477,-4.17058184232469,0.000199054814991887,0.038181856486207,0.693995070014293
"VAMP5",-0.65949829672685,6.15477815069377,-4.16261926719518,0.000203692675291807,0.0384194581448381,0.673487833325318
"PRSS3P2",-2.68618240590724,5.92990016501107,-4.16181361180181,0.000204167795983798,0.0384194581448381,0.671413474734059
"CT62",0.583944674599356,4.23516660867357,4.1594560198257,0.000205564393970186,0.0384194581448381,0.66534387554312
"POSTN",1.89631615771033,9.70315867381718,4.14833535809749,0.000212279382110405,0.0392866549364095,0.636726017114574
"PRSS2",-2.34432439603271,5.53845404588047,-4.14556511580007,0.000213985309503391,0.0392866549364095,0.629600235608534
"SLC16A9",2.47797080093763,8.13886552715573,4.14297219751548,0.000215594210105142,0.0392866549364095,0.622931721578165
"KSR2",0.749502078783977,6.03238118615146,4.13550571376161,0.000220293658818157,0.0398112515485673,0.603735492524171
"HLA-B",-0.831646820699857,14.1409646123191,-4.13261941623726,0.000222137088047848,0.0398153418388712,0.596317342218454
"OR51E2",1.41223459482716,4.87729183179292,4.12952492214604,0.000224130278996186,0.0398459903317854,0.588365644980643
"SSPN",0.972189496426189,8.27857119978916,4.12224627527938,0.000228887853695,0.0403299962633313,0.569668565227583
"APOC2",-1.52842013970518,5.78923380482919,-4.11975111945584,0.00023054143380054,0.0403299962633313,0.56326116928305
"C19orf66",-0.728318858150537,7.63517300570132,-4.11467227238798,0.000233943499944643,0.0406003374070595,0.550222282514529
"ADAR",-0.462968537378179,11.8026403574404,-4.11112392322104,0.000236349490452944,0.0406949158089333,0.541115235051084
"KRT24",1.28106024329914,5.444522284285,4.10196121697964,0.000242674988305377,0.0414576091349507,0.51760857657398
"FOXA2",1.13675000223942,6.79402695934199,4.0989898557645,0.000244761648555019,0.0414899454957565,0.509988738038448
"MARCKS",0.672825659060634,11.6610746357047,4.0905168522011,0.000250808820125658,0.0421805944519076,0.488268746419492
"CPE",0.635429725166289,8.95954101611117,4.08791640357928,0.000252693916550048,0.0421805944519076,0.481605174884483
"CCRL1",-1.35154713820333,6.51382621304812,-4.08103308743638,0.000257750910361361,0.0426432765431307,0.463972607240087
"IL15RA",-0.609167451672585,7.18558707623944,-4.07761413604358,0.000260299410759704,0.0426432765431307,0.455217591850578
"RALBP1",0.420991172635127,10.1148980898797,4.07625933172744,0.000261316095339073,0.0426432765431307,0.451748874137373
"ZNF704",0.525248675492268,10.1234456149215,4.06207633145974,0.000272195450241666,0.0430199639378039,0.415455627235501
"UNC5CL",-1.90961096519734,6.77484251631511,-4.06198880601526,0.00027226394525273,0.0430199639378039,0.415231767894918
"ELAVL2",0.782709311361474,4.88196740781284,4.06093271656423,0.000273091742263588,0.0430199639378039,0.412530770734223
"PARP12",-0.705546752216264,9.19043414956577,-4.05856649926397,0.000274955408428548,0.0430199639378039,0.406479791050723
"CCDC113",0.641143357209424,5.88729938046058,4.05824433833262,0.00027521010726756,0.0430199639378039,0.405656027146742
"TUSC3",0.989684526104739,7.2523966962015,4.05796833544721,0.000275428497338114,0.0430199639378039,0.40495030404388
"HLA-DMA",-1.10592649007561,9.0431661199644,-4.04091222213511,0.00028925832437752,0.0443234602340561,0.361365681933978
"GHR",0.951879287449683,7.19691862331514,4.04070294182604,0.000289432165844407,0.0443234602340561,0.360831224229325
"NEFL",1.06519652579703,5.30534919289542,4.03835984380979,0.00029138547964304,0.0443234602340561,0.354847996999226
"ARSJ",1.14124121961632,6.57121627413381,4.03435614034589,0.000294753020394736,0.0443234602340561,0.344626667070789
"EPHA5",0.789055555360247,4.29649267670106,4.03423840909808,0.000294852618632076,0.0443234602340561,0.344326147707922
"VSTM2A",1.12473079436293,5.11509954845818,4.0329606854805,0.000295935665348342,0.0443234602340561,0.341064810874953
"CYP2C18",-2.13434590634643,8.64532036096259,-4.02839481135693,0.000299837746757684,0.0446023946146277,0.329413080443461
"HNF1A",-1.02908549079108,7.55527073134576,-4.01983846993837,0.000307286051685454,0.0454015141365259,0.307588475508166
"LINC00607",0.48533434159978,3.97170432176874,4.01452443066289,0.000312002642268605,0.0457890052247489,0.294040902861858
"KLK15",0.887179670896484,4.95690491194527,4.00685639684866,0.000318933495182706,0.0464941249277348,0.274501477917377
"PFKP",-0.664666793818566,10.0687416966627,-3.99565562926919,0.000329328543655095,0.0476915712854699,0.245980186823367
"PDE1A",0.791476717289585,6.76713485609495,3.98952343334183,0.000335159070012601,0.047902027381951,0.230375557354836
"LOC285441",-0.526496986604373,4.47662170414579,-3.98657224373611,0.000338000894834489,0.047902027381951,0.222868241803575
"SHISA6",0.689169320906995,4.78236080905627,3.98545367812852,0.000339084147328334,0.047902027381951,0.220023246032755
"TTLL7",0.728058631850094,7.08760994706418,3.98497962594381,0.000339544255919989,0.047902027381951,0.218817599782647
"C6orf222",-1.21860730014644,7.58768692922725,-3.98045179337969,0.000343969742710463,0.0482152972041648,0.207304269440118
"XG",0.649535608808405,4.23441476803664,3.97725860793916,0.000347124565725004,0.0483475979535583,0.199187073397545
"TMEM229B",-1.04851684265898,7.53481792353138,-3.97482390502608,0.000349548984502875,0.0483771369881289,0.192999309769656
"CNTN5",0.547427107503196,4.16222329358187,3.96957184010707,0.000354835295044752,0.0487998955770037,0.179655226705801
"PP14571",0.614219433508372,4.38178798630181,3.96298430059878,0.000361576215924564,0.0494161694601402,0.162925761617716
"CDKL2",0.954513829141313,5.36136832339785,3.95992488726176,0.000364749213926807,0.0495401929250776,0.155159119362878
"IRF1",-0.934970310839594,10.1790374478544,-3.95029219752838,0.000374918029685009,0.0506069910810006,0.130717727275509
"TNFAIP8L3",0.605053310763394,6.32621561789477,3.94531918534809,0.000380275567051084,0.0507336205487677,0.11810680435104
"RNF121",-0.483706421739995,7.91021734495896,-3.94511571458908,0.000380496353866461,0.0507336205487677,0.117590934755938
"RALGPS1",-0.880857848115266,9.00153581564144,-3.94090030544492,0.000385098745150674,0.0510360864255139,0.106905281399024
"CLGN",0.877028606966283,5.02314883074558,3.93204754709843,0.000394941672657273,0.0520252382891361,0.0844761502509144
"SLC5A1",-2.76151719545408,10.4799938824491,-3.92799788909085,0.000399525670706511,0.0523139391696962,0.0742213731127119
"MCOLN2",1.57213075631423,7.5140554841335,3.92007481817476,0.000408644711317282,0.0527091911591627,0.0541678700480457
"FBXO6",-0.578080548656526,6.52883727129274,-3.91911336912397,0.000409765002726826,0.0527091911591627,0.0517352987896222
"TRAFD1",-0.437304799575061,8.80367833564793,-3.91910430812828,0.000409775574932897,0.0527091911591627,0.0517123743898642
"SHISA5",-0.577349324088523,9.46203462981202,-3.91418651591417,0.000415552981752996,0.0529964907074736,0.0392728292610425
"C11orf80",-0.554963406037047,7.84037132645886,-3.90964339464049,0.000420960743255037,0.0529964907074736,0.0277854846760475
"PAIP2B",0.583179092201339,7.98770139468048,3.90815825280238,0.000422743367357997,0.0529964907074736,0.0240312176291759
"TMEM92",-1.59659475361551,6.57079026265279,-3.90618647179372,0.000425121480670285,0.0529964907074736,0.0190474962301224
"OR6T1",0.586847688182794,4.11195207526297,3.90503167857763,0.000426520295741454,0.0529964907074736,0.0161291084376325
"CXCR3",-0.65351375174311,5.2572926991514,-3.90500668687648,0.00042655061803244,0.0529964907074736,0.0160659526249756
"AKAP5",0.548368954200394,8.20027503790316,3.90224801364892,0.00042991064856112,0.0531121816502034,0.0090953949732766
"NUCKS1",0.571895000602783,11.7254905162432,3.89996023303443,0.000432716691918067,0.0531585163043391,0.00331589332991378
"IL7",-0.612671015858729,7.32004935362343,-3.89770298918613,0.00043550277061168,0.0532018943294168,-0.00238538325186699
"MIR31HG",-1.43348190098041,4.5426331345856,-3.89426642644584,0.000439778058911383,0.0534038107251857,-0.0110632789203038
"GPR97",-0.992253299420166,5.69542436588205,-3.89154449802067,0.000443193297461812,0.0534038107251857,-0.0179348271379443
"GOSR2",-0.56267920521415,9.4677896992561,-3.89052251122581,0.000444482258745314,0.0534038107251857,-0.0205144414392544
"CYP39A1",0.577924218080369,6.1705217514949,3.88857586228649,0.00044694754437943,0.0534065680488798,-0.0254273964340239
"CLDN2",-2.37203596975181,6.42991411343025,-3.88536283668457,0.000451045770182191,0.0536033579161629,-0.0335346673513826
"FAM26F",-0.997017601182045,6.43650107211876,-3.87920347458148,0.000459004657650782,0.0540652186334844,-0.0490701109107805
"GBA3",-2.27608895793374,8.92019983691341,-3.87853469748905,0.000459877014031559,0.0540652186334844,-0.0507564431697087
"FFAR4",1.53251463898614,7.11383248459153,3.87438674290192,0.000465323806642171,0.0544130250259056,-0.061213426911527
"FUOM",-1.19404093748183,7.07890331854908,-3.86568074211458,0.000476960985672351,0.0552318565420676,-0.0831491374282578
"SLC2A10",0.708758674273915,7.76925441413022,3.86391217958614,0.000479359390332254,0.0552318565420676,-0.0876032105226701
"SOSTDC1",0.629570215894661,7.15400942967044,3.85933321032963,0.000485623766324832,0.0552318565420676,-0.0991320405129379
"SNORA70D",-0.409547917420563,4.54398990713312,-3.85858981894246,0.000486648273487469,0.0552318565420676,-0.101003302796521
"C2",-1.28785968384797,9.27123977587061,-3.8570077487251,0.000488835617269826,0.0552318565420676,-0.104985281581508
"ZFYVE26",-0.403532385315265,9.24402614520063,-3.85637622462558,0.000489711422044245,0.0552318565420676,-0.106574637764444
"IFIT3",-1.15916745188701,7.89901017500909,-3.855087535213,0.000491503332340407,0.0552318565420676,-0.109817609752523
"LOC100133286",-1.2313213147169,7.72379071550526,-3.85434932801188,0.000492532675982219,0.0552318565420676,-0.11167513527099
"SNORD38A",0.434703684026441,9.34138826899424,3.85071937702888,0.000497624823215682,0.055518173516619,-0.120807312016636
"AADAT",0.709317247646364,5.72739433461615,3.84720307858643,0.0005026063786789,0.0555446327215311,-0.129650791881224
"NTS",-3.30016783541277,6.92233460294458,-3.84696725033296,0.000502942208755804,0.0555446327215311,-0.130243801408306
"SAMD13",1.1309615280431,7.17609832361499,3.84342798421386,0.000508008592512432,0.0558222306154239,-0.139142096809444
"KANK4",0.805173939810094,5.4895322594002,3.83683845824874,0.000517573994473321,0.0565723434603899,-0.155701828613449
"ST6GALNAC6",1.53330314028533,9.07693996597152,3.83375898268941,0.000522104048711818,0.0565723434603899,-0.163437346998542
"TNS3",-0.535346882669497,10.7345832605795,-3.83176658564986,0.00052505548653097,0.0565723434603899,-0.168441036657491
"WDR72",1.09286578997618,5.55341987598135,3.83152933147139,0.000525408022701441,0.0565723434603899,-0.169036815546552
"PRSS1",-2.47316646351215,5.79053541187231,-3.82994337043475,0.000527770524805393,0.0565723434603899,-0.173019064020266
"EMC9",-0.515736321440211,6.60037597789004,-3.82488491059162,0.000535375028498879,0.0566038239971994,-0.185716757852104
"ZNFX1",-0.447240682138736,10.1024219692583,-3.82473675628206,0.000535599351251888,0.0566038239971994,-0.186088566326416
"DGKZ",-0.904213324784628,8.57773910053203,-3.82308402681725,0.000538107981250065,0.0566038239971994,-0.190235924691962
"CKB",2.37831807114725,9.71268637982635,3.82288003157626,0.000538418410912218,0.0566038239971994,-0.190747787426254
"PRND",0.663900680273269,4.10314603165352,3.81981921295164,0.000543097175865745,0.0567091250617669,-0.198426830642094
"ITLN2",-2.78196838583543,7.90004660967918,-3.81744796092234,0.000546749028907074,0.0567091250617669,-0.204374415064252
"ACO1",-0.5339051403403,10.016773852067,-3.81531190808376,0.000550059098845502,0.0567091250617669,-0.209730977940432
"PLIN2",-1.36891895046755,9.90127073355243,-3.81526253603567,0.000550135836699638,0.0567091250617669,-0.209854775560276
"ZZEF1",-0.724497963773466,11.8532885708608,-3.81083869767882,0.000557054127159039,0.0567091250617669,-0.220945044325686
"DEFA3",-0.591772197489493,4.15166365736068,-3.81049658827968,0.000557592650337519,0.0567091250617669,-0.221802503720631
"ALDOB",-4.76541629142873,10.0731822951774,-3.80627345756837,0.000564282221542688,0.0567091250617669,-0.232385107294455
"ATG2B",-0.386245746229594,10.0175275452503,-3.80445931349599,0.000567179781049945,0.0567091250617669,-0.236929854940473
"SLX1A-SULT1A3",-0.760375789353408,10.2764334992314,-3.80301070390867,0.000569503888467936,0.0567091250617669,-0.240558331679071
"SLX1B-SULT1A4",-0.760375789353408,10.2764334992314,-3.80301070390867,0.000569503888467936,0.0567091250617669,-0.240558331679071
"ATOX1",-0.574027693811128,7.69510252707176,-3.80291438031442,0.000569658755087869,0.0567091250617669,-0.240799585861361
"PCYT2",-0.675830439517476,8.70015108898821,-3.79995700702053,0.000574433517891714,0.0567091250617669,-0.248205647441865
"ZNF816-ZNF321P",0.839234339875474,7.19987781446235,3.79814277931514,0.000577381867864719,0.0567091250617669,-0.25274796506195
"PSEN2",-0.402492026341972,7.81425612764473,-3.79740126320936,0.000578591155331965,0.0567091250617669,-0.254604294565046
"S100A4",0.585451735405766,8.26109057598013,3.79553373922454,0.000581647688745243,0.0567091250617669,-0.25927893594973
"DDI2",-0.379878893229406,8.63235618790515,-3.79478392793594,0.000582879297837847,0.0567091250617669,-0.261155578219445
"DNPEP",-0.586255820891626,9.60308581661911,-3.7934702838766,0.000585043147967957,0.0567091250617669,-0.264443077841059
"ANPEP",-2.82738411279981,12.8487828983933,-3.792830023472,0.000586100620293562,0.0567091250617669,-0.266045235702729
"SLC25A48",-0.537060095964177,4.61139701700669,-3.78732808528743,0.000595264667997812,0.0569836541658607,-0.279809100325406
"GNE",1.05771541300854,10.340534638462,3.78023538425383,0.000607283922086084,0.0569836541658607,-0.297542052285319
"CLCNKB",0.630093776285413,3.96941061479518,3.78018828849308,0.000607364512950315,0.0569836541658607,-0.297659760256156
"KHK",-2.45150007597576,7.89462308887486,-3.78000061893383,0.000607685758690823,0.0569836541658607,-0.298128803733626
"ASB9",0.582092083103444,5.17557708037522,3.77987356813908,0.000607903333190043,0.0569836541658607,-0.298446337731723
"ATP5SL",-0.505926196912847,8.11328327674963,-3.77829885595146,0.000610606317742886,0.0569836541658607,-0.302381650835319
"STAT1",-0.856286104310677,11.4403826810826,-3.77535608850728,0.000615688891026105,0.0569836541658607,-0.309734263380544
"C19orf77",-2.42257964774017,8.18624948635718,-3.77458239909902,0.00061703196933501,0.0569836541658607,-0.311667016005108
"CEP112",0.69720032001794,6.96360383915018,3.77425568349813,0.000617599982212419,0.0569836541658607,-0.312483141465333
"CIITA",-1.29947579849871,8.39939012598652,-3.77355892453636,0.000618813032696892,0.0569836541658607,-0.314223539628228
"HLA-F",-1.06747643541112,10.3561251376002,-3.77258417182342,0.000620513951756319,0.0569836541658607,-0.31665813159959
"ADAMTS17",-0.555812975970181,6.35869752784106,-3.77141652587227,0.000622557443129733,0.0569836541658607,-0.319574207893756
"CA1",3.28136691630065,10.3951465642036,3.77039101476853,0.000624357575048073,0.0569836541658607,-0.322135050899601
"ARC",0.540930295817722,4.261701535623,3.76841931345747,0.000627832817113833,0.0569836541658607,-0.327057961774309
"MYO7B",-0.882974608617105,11.566207408042,-3.76830960431169,0.000628026736816776,0.0569836541658607,-0.327331854667341
"AKAP7",0.666273585587338,7.90573184512891,3.76483881827871,0.000634191747223718,0.0572056142434489,-0.335995323431981
"FTL",-0.855810489891416,13.5312725973923,-3.76399181655537,0.000635705138389267,0.0572056142434489,-0.338109099373612
"SPOCK1",1.15549162669498,5.86803056931608,3.76155194791958,0.00064008423189022,0.0572230508833398,-0.34419707585115
"GRAMD1B",-1.71199315096504,6.48934330231138,-3.76097021806185,0.000641132641259352,0.0572230508833398,-0.345648402472037
"RAB24",-0.456757011487943,7.49334573696268,-3.75831236512612,0.000645943945664655,0.057331676826566,-0.352278308833348
"BTN3A1",-0.751831436894071,9.41493672190412,-3.75621850683381,0.000649758963480832,0.057331676826566,-0.357500163311113
"HTR1F",0.527327072386056,4.13795511798566,3.75596890074588,0.000650215203411002,0.057331676826566,-0.358122583633507
"LOC100506314",-0.829269735748738,6.27523240528808,-3.75180104143221,0.000657879493805622,0.0577745015704721,-0.368513391168401
"MYOC",1.41889329647823,5.00734967792644,3.74898588665688,0.000663105837685627,0.0580005414106864,-0.375529433742381
"APBA1",0.686350803437525,7.00860495338664,3.7446878229312,0.000671163025070133,0.058471401869357,-0.386237553514305
"ABHD14A-ACY1",-1.32138537679187,9.45937404219387,-3.74241620625002,0.000675459715381508,0.0586122126835216,-0.391895213777999
"RAB17",-1.24713537838858,7.67657173002546,-3.74072490866141,0.000678676075104787,0.0586479002169733,-0.396106725857818
"MIR4499",-0.626494967799113,5.63568173930632,-3.7386758243078,0.00068259275673265,0.0586479002169733,-0.401208234413473
"TMC5",-1.10844990817588,10.610136838289,-3.73532949299716,0.000689036239010499,0.0586479002169733,-0.409537240209874
"ACY1",-1.3336886228243,9.47138391750098,-3.7352728137812,0.000689145883572701,0.0586479002169733,-0.409678291051616
"PDE7B",0.4403549695723,7.36765938753381,3.73267220799803,0.000694194940565763,0.0586479002169733,-0.41614926646654
"MFSD2A",-1.31376475187265,8.61462963607693,-3.73227440672467,0.000694970426910637,0.0586479002169733,-0.4171389524962
"ZNF620",0.286311020298886,6.46147211009622,3.73160062606057,0.000696285833969603,0.0586479002169733,-0.418815156725475
"RERGL",1.05693158339898,4.92906736606134,3.73106808646959,0.000697327207957793,0.0586479002169733,-0.420139908519232
"RCAN2",0.648524065004354,8.16185739779511,3.72686742371333,0.00070559468233998,0.0591158579261623,-0.430587090027102
"FGFBP2",0.498020976043062,4.3611477070876,3.72020313116834,0.000718906348774555,0.060001240949058,-0.447152493897604
"PRDM5",0.63754875827742,6.73551633415547,3.71450845135545,0.000730473969785638,0.0607348832597055,-0.461299041426898
"ZNF678",0.547944719908383,8.19912073428514,3.70889668556986,0.000742049638389159,0.0614636342524839,-0.475231739235881
"CHODL",0.712438974833726,5.41516919802917,3.70483152580036,0.000750545925894495,0.0618843130243029,-0.485319672365264
"BTN3A2",-0.86736759646333,9.50437712230419,-3.70313273100357,0.000754124323103487,0.0618843130243029,-0.489534106868807
"ZNF486",0.691784889411998,7.06689559287838,3.70242566292784,0.000755618584053088,0.0618843130243029,-0.491288014991841
"IDO1",-1.43742225476981,7.16718053093906,-3.69935130217613,0.000762149128384216,0.0620282764334198,-0.498912619943319
"TMEM65",0.647266673563212,8.5497557530345,3.69765269623722,0.000765780729332729,0.0620282764334198,-0.503124248851448
"ABHD6",-0.962969189159747,8.52176568104968,-3.69760345777234,0.000765886250378348,0.0620282764334198,-0.503246322924132
"CAPN6",0.926648455960112,6.2131422032881,3.69625866285259,0.000768773683089376,0.0620323768565143,-0.506580158908861
"SLC46A3",-1.04399353593872,9.90369879891698,-3.69476890571676,0.000771984684631433,0.0620624599221895,-0.510272833546332
"LOC115110",-0.69366585401802,7.61825638824949,-3.6912617108937,0.000779595445787969,0.0624447385093243,-0.518963936367219
"SPINK1",-0.939871106355106,10.3298948939371,-3.68853897199038,0.000785553989988261,0.0624846037141065,-0.525708949570515
"FUT2",-0.864820246296767,9.12281201613412,-3.68626919957546,0.000790554951976724,0.0624846037141065,-0.531330396161485
"DGKA",-0.687047798727454,9.51810480284004,-3.68212159637246,0.000799773115461431,0.0624846037141065,-0.541599199936124
"HAS1",0.703457171561235,4.47247753755634,3.67982557034699,0.000804920788525419,0.0624846037141065,-0.547281908215978
"LRRC17",0.727750771682493,5.81678578319346,3.67914313897638,0.000806456972371506,0.0624846037141065,-0.54897067930438
"SLCO2B1",-0.634475311911968,10.0221607496673,-3.67865248369985,0.000807563214229465,0.0624846037141065,-0.550184800266251
"ZNF727",0.69309564859901,5.15268553117649,3.67852678029195,0.000807846864274078,0.0624846037141065,-0.550495842026889
"CHRM4",-1.18832424491874,4.86665059101241,-3.67735203122673,0.000810502358047967,0.0624846037141065,-0.553402457317466
"KCTD10",0.506926493723957,9.3533781777045,3.67664593607977,0.000812102536643547,0.0624846037141065,-0.555149338666614
"GK",-1.25122689034717,9.30210950620745,-3.67632785887573,0.000812824374186565,0.0624846037141065,-0.555936220822665
"HOXA13",2.31770795269556,6.2963637147087,3.67475372614138,0.000816405835170183,0.0624846037141065,-0.559830041259732
"PAOX",-0.732709966178423,6.50790124333314,-3.67474788327533,0.000816419157267861,0.0624846037141065,-0.559844493158901
"C7orf41",0.894241131451439,8.18445839561406,3.67438786036816,0.000817240438205261,0.0624846037141065,-0.560734966422507
"HOXD11",1.10954625206497,4.80792399840058,3.67188904052238,0.000822962814885234,0.0625357936192059,-0.566914578729944
"CYB5A",-1.05475750139671,9.69350390922838,-3.67159896547356,0.000823629604533375,0.0625357936192059,-0.567631833927819
"CXCL5",-1.61951854159782,5.42673150019209,-3.66825651438902,0.000831350678481091,0.062900016548066,-0.575894995485855
"ABCC6P1",-0.844935637347998,6.40048835182258,-3.66620566589658,0.000836122795553852,0.062900016548066,-0.580963648705742
"GJB5",0.529298692629284,3.94769521518365,3.66580591580168,0.000837056057780546,0.062900016548066,-0.581951500882515
"CNDP2",-1.18448946025247,11.1130362148649,-3.66316978616011,0.000843235709893314,0.0631473810556065,-0.588464801848011
"SEMA6D",-1.06202556273142,10.0130534187601,-3.66159115536855,0.000846957481650481,0.0632096220179218,-0.592364392443413
"PNPLA1",-0.613025810363096,4.40198975058971,-3.65906422123772,0.000852948096485836,0.0634401905641353,-0.598605170289993
"NPC1",-0.358111897374258,9.21076176172467,-3.65695862748593,0.000857971152033138,0.0635974751915547,-0.603804094911396
"PRAP1",-2.28227967714313,9.75651357966276,-3.65318042678539,0.000867056224650885,0.0640537785960841,-0.613129960667303
"LOC389895",0.26816924779577,3.66439541714417,3.6449503716703,0.00088716972458072,0.0651197543934119,-0.633431575343649
"GSTO1",-0.55441216040547,9.32606883239303,-3.64484034228874,0.000887441661372696,0.0651197543934119,-0.633702871649994
"NCOA2",-0.344939097234873,10.2174229788973,-3.63734559426878,0.000906155964690189,0.0659173352157107,-0.652174950641773
"RTP4",-0.662964340757767,6.39525410920184,-3.63720914165898,0.000906500199772211,0.0659173352157107,-0.652511123824868
"GLDN",1.62539095978878,5.99988544209222,3.63664937707431,0.000907913667417021,0.0659173352157107,-0.65389014331083
"ZNF506",0.418196559246764,8.70894222608696,3.63567907877241,0.000910368831350648,0.0659173352157107,-0.656280345055803
"RIMKLA",1.46627514124918,7.14022244672459,3.63373579263408,0.000915305293358334,0.0660548428902265,-0.66106662386963
"GABRP",-0.969187435569621,5.24711990334333,-3.63246123691509,0.000918557054291315,0.0660548428902265,-0.664205287810074
"UBA7",-0.650717127593599,9.5721754750736,-3.62994606316251,0.00092500680904056,0.0660548428902265,-0.670397776313593
"TNFRSF14",-0.705736733597886,9.43976200810977,-3.62935498915672,0.000926528867493316,0.0660548428902265,-0.671852787104144
"PEPD",-1.58596043430745,9.66075802608956,-3.62902809219045,0.000927371691009262,0.0660548428902265,-0.672657449468675
"PRAC",2.0284495003951,4.80417209121259,3.62517656402232,0.000937357919352851,0.0663658349795075,-0.682135906067833
